SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,FLOORING_FEATURES,HEATING_FEATURES,COOLING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,url,PARK_DESCRIPTION,HAS_GARAGE,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,UTILITIES,NUM_STORIES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE
MLS Listing,,Single Family Residential,68 Centre St,Mountain View,CA,94041,2699000,4.0,4.0,,2326.0,6368.0,1946.0,60.0,1160.0,,Active,September-30-2023 09:00 AM,September-30-2023 12:00 PM,https://www.redfin.com/CA/Mountain-View/68-Centre-St-94041/home/1471286,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41034633,N,Y,37.3821028,-122.0725575,Engineered Wood,Forced Air,,6,7,8,2.5,1160.0,2744009.0,19084.0,99,Biker's paradise,70,Very walkable,43,Some transit,Moderate,Minimal,Moderate,Minimal,"Places6 groceries, 21 restaurants, 6 parksTransit200, 21, 22, 40, 51, 51H, 52, 53, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 25, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41034633",2699000.0,https://www.redfin.com/CA/Mountain-View/68-Centre-St-94041/home/1471286,,,,,,,,,,,"Jul 31, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41034633",2898888.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,2 Morning Sun Ct,Mountain View,CA,94043,1248000,2.0,1.5,MOUNTAIN VIEW,1174.0,1495.0,1974.0,71.0,1063.0,444.0,Active,,,https://www.redfin.com/CA/Mountain-View/2-Morning-Sun-Ct-94043/home/1784949,MLSListings,ML81935588,N,Y,37.4065389,-122.0758154,,Central Forced Air,,7,7,8,2.5,1063.0,1209014.0,9268.0,98,Biker's paradise,65,Somewhat walkable,34,Some transit,Severe,Minimal,Moderate,Minimal,"Places4 groceries, 23 restaurants, 4 parksTransit200, 21, 40, 51, 51H, 52, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event","Aug 2, 2023",Price ChangedMLSListings #ML81935588,1248000.0,https://www.redfin.com/CA/Mountain-View/2-Morning-Sun-Ct-94043/home/1784949,Attached Garage,2.0,,Dining Area,,Public Utilities,2.0,"Common Area Electricity, Common Area Gas, Exterior Painting, Insurance (Liability), Maintenance (Common Area), Pools, Spa, or Tennis, Roof",Monthly,Stanton Place- Affirmative Mgmt,"Jul 20, 2023",Listed (Active)MLSListings #ML81935588,1278000.0,"Mar 15, 2019",Pending (Pending (Do Not Show))MLSListings #ML81742332,NA,"Mar 12, 2019",Listed (Active)MLSListings #ML81742332,1198000.0,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,460 Costa Mesa Ter Unit F,Sunnyvale,CA,94085,798888,2.0,2.0,SUNNYVALE,1012.0,,1985.0,77.0,789.0,499.0,Active,,,https://www.redfin.com/CA/Sunnyvale/460-Costa-Mesa-Ter-94085/unit-F/home/1186984,MLSListings,ML81934082,N,Y,37.3929394,-122.0452566,"Carpet, Laminate",Central Forced Air (Gas),Central Forced Air,4,7,8,2.5,789.0,782293.0,6148.0,82,Very bikeable,48,Car-dependent,41,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 30 restaurants, 9 parksTransit20, 21, 22, 51, 51H, 53, 55, A - AM, A - PM, Blue Line Special, Blue-Event, BusBridge Caltrain (MPK-SCL)), Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Rapid 523, Special Event","Sep 26, 2023",Price ChangedMLSListings #ML81934082,798888.0,https://www.redfin.com/CA/Sunnyvale/460-Costa-Mesa-Ter-94085/unit-F/home/1186984,"Detached, Guest/Visitor Parking",1.0,"Primary (Stall Shower(s)), Shower and Tub, Tile, Updated Bath(s)","Breakfast Bar, Formal Dining Room","Inside, Washer/Dryer",Public Utilities,1.0,"Common Area Electricity, Exterior Painting, Fencing, Garbage, Hot Water, Insurance (Common Area), Insurance (Earthquake), Insurance (Hazard), Insurance (Liability), Insurance (Structure), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Maintenance (Road), Management Fee, Reserves, Roof, Sewer, Water",Monthly,Management,"Jul 14, 2023",Listed (Active)MLSListings #ML81934082,825000.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,1940 Silverwood Ave,Mountain View,CA,94043,968000,2.0,1.5,MOUNTAIN VIEW,968.0,484.0,1974.0,77.0,1000.0,543.0,Active,,,https://www.redfin.com/CA/Mountain-View/1940-Silverwood-Ave-94043/home/1197328,MLSListings,ML81935031,N,Y,37.4018814,-122.0917666,,"Fireplace, Gas",,6,7,9,2.5,1000.0,949124.0,7387.0,89,Very bikeable,34,Car-dependent,38,Some transit,NA,NA,NA,NA,"Places3 groceries, 26 restaurants, 6 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, B - AM, B - PM, B - PM Concert, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Aug 24, 2023",Price ChangedMLSListings #ML81935031,968000.0,https://www.redfin.com/CA/Mountain-View/1940-Silverwood-Ave-94043/home/1197328,"Assigned Spaces, Carport, Guest/Visitor Parking",,Shower Over Tub,"Dining Area, Eat in Kitchen","Inside, Washer/Dryer",Public Utilities,2.0,"Common Area Electricity, Common Area Gas, Exterior Painting, Fencing, Garbage, Insurance (Common Area), Insurance (Earthquake), Insurance (Liability), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Management Fee, Reserves, Roof, Water/Sewer",Monthly,Silverwood Village,"Jul 14, 2023",Listed (Active)MLSListings #ML81935031,978000.0,"May 10, 2017",Pending (Pending (Do Not Show))MLSListings #ML81649907,NA,"May 4, 2017",Listed (Active)MLSListings #ML81649907,798000.0,,,,,,,,,,,,
MLS Listing,,Single Family Residential,481 San Antonio Ave,Palo Alto,CA,94306,2985000,4.0,2.0,PALO ALTO,1765.0,10260.0,1956.0,92.0,1691.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/481-San-Antonio-Rd-94306/home/608116,MLSListings,ML81933520,N,Y,37.4136975,-122.105089,Carpet (Wall-to-Wall),Radiant,,8,8,9,3.0,1724.0,3043243.0,,97,Biker's paradise,79,Very walkable,37,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 15 restaurants, 7 parksTransit21, 22, 40, ACE Orange, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, Rapid 522, School 288, School 288L","Jul 4, 2007",Listing RemovedMLSListings #ML80735751,NA,https://www.redfin.com/CA/Palo-Alto/481-San-Antonio-Rd-94306/home/608116,,2.0,"Shower Over Tub, Tubs, 2+ Stall Shower","No Formal Dining Room, Dining Area in Family Room, No Informal Dining Room",In Garage,,1.0,,,,"Jun 27, 2007",ListedMLSListings #ML80735751,998000.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),1031 Dale Ave,Mountain View,CA,94040,2190000,5.0,3.0,MOUNTAIN VIEW,2379.0,7007.0,1962.0,101.0,921.0,,Active,,,https://www.redfin.com/CA/Mountain-View/1031-Dale-Ave-94040/home/1174557,MLSListings,ML81932416,N,Y,37.3742942,-122.0629485,"Carpet, Hardwood, Laminate",Central Forced Air,,9,7,8,2.5,921.0,2107091.0,15485.0,95,Biker's paradise,72,Very walkable,42,Some transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 24 restaurants, 2 parksTransit21, 22, 51, 51H, 52, 53, A - AM, A - PM, B7, Blue Line Special, Blue-Event, BusBridge Caltrain (MPK-SCL)), Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Aug 31, 2023",Price ChangedMLSListings #ML81932416,2190000.0,https://www.redfin.com/CA/Mountain-View/1031-Dale-Ave-94040/home/1174557,"Detached, Off-Street Parking",2.0,,,,"Individual Electric Meters, Individual Gas Meters, Natural Gas, Public Utilities",1.0,,,,"Aug 25, 2023",Price ChangedMLSListings #ML81932416,2248000.0,"Jul 14, 2023",Price ChangedMLSListings #ML81932416,2299900.0,"Jun 20, 2023",Listed (Active)MLSListings #ML81932416,2350000.0,"Aug 31, 2023",Price ChangedMLSListings #ML81932333,2190000.0,"Aug 25, 2023",Price ChangedMLSListings #ML81932333,2248000.0,"Jul 14, 2023",Price ChangedMLSListings #ML81932333,2299900.0,"Jun 19, 2023",Listed (Active)MLSListings #ML81932333,2350000.0
MLS Listing,,Condo/Co-op,1930 Mount Vernon Ct #4,Mountain View,CA,94040,698888,2.0,1.0,Monticello Condo,1082.0,1308.0,1963.0,105.0,646.0,740.0,Active,September-30-2023 02:00 PM,September-30-2023 05:00 PM,https://www.redfin.com/CA/Mountain-View/1930-Mount-Vernon-Ct-94040/unit-4/home/616467,San Francisco MLS,423747488,N,Y,37.3963141,-122.0955722,Laminate,,Window Unit(s),3,7,9,,646.0,686901.0,5682.0,94,Biker's paradise,79,Very walkable,44,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 27 restaurants, 5 parksTransit21, 22, 40, 51, 51H, 52, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green-Event, L1, L2, L3, L6, Levi's - Alum Rock, Levi's - Mtn View, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 22, 2023",Price ChangedSan Francisco MLS #423747488,698888.0,https://www.redfin.com/CA/Mountain-View/1930-Mount-Vernon-Ct-94040/unit-4/home/616467,,,,,,,3.0,,,,"Sep 13, 2023",Price ChangedSan Francisco MLS #423747488,748888.0,"Aug 23, 2023",Price ChangedSan Francisco MLS #423747488,775000.0,"Jul 15, 2023",Relisted (Active)San Francisco MLS #423747488,NA,"Jul 5, 2023",PendingSan Francisco MLS #423747488,NA,"Jun 6, 2023",Listed (Active)San Francisco MLS #423747488,799000.0,,,,,,
MLS Listing,,Other,760 San Antonio Rd,Palo Alto,CA,94303,10500000,,,PALO ALTO,,29083.0,,108.0,,,Active,,,https://www.redfin.com/CA/Palo-Alto/760-San-Antonio-Rd-94303/home/185753505,MLSListings,ML81931630,N,Y,37.4183086,-122.1021154,,,,8,8,9,1.5,,,74242.0,97,Biker's paradise,83,Very walkable,32,Some transit,NA,NA,NA,NA,"Places4 groceries, 18 restaurants, 4 parksTransit21, 40, ACE Orange, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, School 288, School 288L","Jun 13, 2023",Listed (Active)MLSListings #ML81931630,10500000.0,https://www.redfin.com/CA/Palo-Alto/760-San-Antonio-Rd-94303/home/185753505,,,,,,"Electricity (On Site), Gas (On Site), Public Utilities",,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1945 San Luis Ave,Mountain View,CA,94043,1950000,2.0,2.0,MOUNTAIN VIEW,900.0,7700.0,1933.0,164.0,2167.0,,Active,,,https://www.redfin.com/CA/Mountain-View/1945-San-Luis-Ave-94043/home/613024,MLSListings,ML81925112,N,Y,37.4075704,-122.0910898,Laminate,Central Forced Air (Gas),,6,7,9,2.5,2167.0,,13788.0,94,Biker's paradise,56,Somewhat walkable,28,Some transit,Major,Minimal,Moderate,Minimal,"Places3 groceries, 18 restaurants, 10 parksTransit21, 22, 40, 51, 51H, 52, ACE Orange, B - AM, B - PM, B - PM Concert, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6","Jul 27, 2023",Price ChangedMLSListings #ML81925112,1950000.0,https://www.redfin.com/CA/Mountain-View/1945-San-Luis-Ave-94043/home/613024,Detached,2.0,"Primary (Stall Shower(s)), Shower Over Tub",Dining Area in Living Room,Inside,Public Utilities,1.0,,,,"Apr 18, 2023",Listed (Active)MLSListings #ML81925112,2100000.0,"Jul 27, 2023",Price ChangedMLSListings #ML81925346,1950000.0,"Apr 20, 2023",Listed (Active)MLSListings #ML81925346,2100000.0,,,,,,,,,,,,
New Construction Plan,,Townhouse,Verano Plan 2,Mountain View,CA,94043,1845000,3.0,3.5,Verano,1692.0,,,,1090.0,,Active,,,https://www.redfin.com/CA/Mountain-View/Verano/Verano-Plan-2/home/183465446,NewHomeSource.com,Plan-252319592,N,Y,37.408018,-122.082856,,,,6,7,9,,1090.0,,13045.0,91,Biker's paradise,59,Somewhat walkable,30,Some transit,NA,NA,NA,NA,"Places3 groceries, 19 restaurants, 5 parksTransit200, 21, 40, 51, 51H, 52, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event",,,,https://www.redfin.com/CA/Mountain-View/Verano/Verano-Plan-2/home/183465446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Single Family Residential,Lots 6-9,Mountain View,CA,94043,2488000,4.0,3.5,Colony Sierra Homes,2110.0,,,,1179.0,,Active,,,https://www.redfin.com/CA/Mountain-View/Colony-Sierra-Homes/Lots-6-9/home/187315172,NewHomeSource.com,Plan-242740559,N,Y,37.4159363,-122.0890927,,,,7,7,9,,1179.0,,17592.0,99,Biker's paradise,69,Somewhat walkable,30,Some transit,NA,NA,NA,NA,"Places3 groceries, 26 restaurants, 7 parksTransit21, 40, ACE Orange, B - AM, B - PM, B - PM Concert, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, D - AM, D - PM, L1, L2, L3, L6, School 288",,,,https://www.redfin.com/CA/Mountain-View/Colony-Sierra-Homes/Lots-6-9/home/187315172,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Townhouse,Verano Plan 4,Mountain View,CA,94043,2368000,4.0,3.5,Verano,1991.0,,,,1189.0,,Active,,,https://www.redfin.com/CA/Mountain-View/Verano/Verano-Plan-4/home/183465094,NewHomeSource.com,Plan-242319859,N,Y,37.408018,-122.082856,,,,6,7,9,,1189.0,,16743.0,91,Biker's paradise,59,Somewhat walkable,30,Some transit,NA,NA,NA,NA,"Places3 groceries, 19 restaurants, 5 parksTransit200, 21, 40, 51, 51H, 52, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event",,,,https://www.redfin.com/CA/Mountain-View/Verano/Verano-Plan-4/home/183465094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Townhouse,Verano Plan 3,Mountain View,CA,94043,1979000,4.0,3.5,Verano,1715.0,,,,1154.0,,Active,,,https://www.redfin.com/CA/Mountain-View/Verano/Verano-Plan-3/home/183465102,NewHomeSource.com,Plan-242319857,N,Y,37.408018,-122.082856,,,,6,7,9,,1154.0,,13993.0,91,Biker's paradise,59,Somewhat walkable,30,Some transit,NA,NA,NA,NA,"Places3 groceries, 19 restaurants, 5 parksTransit200, 21, 40, 51, 51H, 52, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event",,,,https://www.redfin.com/CA/Mountain-View/Verano/Verano-Plan-3/home/183465102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Townhouse,Lots 1-5,Mountain View,CA,94043,2188000,4.0,3.5,Colony Sierra Homes,1850.0,,,,1183.0,,Active,,,https://www.redfin.com/CA/Mountain-View/Colony-Sierra-Homes/Lots-1-5/home/187315821,NewHomeSource.com,Plan-242740575,N,Y,37.4159363,-122.0890927,,,,7,7,9,,1183.0,,15471.0,99,Biker's paradise,69,Somewhat walkable,30,Some transit,NA,NA,NA,NA,"Places3 groceries, 26 restaurants, 7 parksTransit21, 40, ACE Orange, B - AM, B - PM, B - PM Concert, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, D - AM, D - PM, L1, L2, L3, L6, School 288",,,,https://www.redfin.com/CA/Mountain-View/Colony-Sierra-Homes/Lots-1-5/home/187315821,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Townhouse,VERANO PLAN 1,Mountain View,CA,94043,1748000,3.0,3.0,Verano,1471.0,,,,1188.0,,Active,,,https://www.redfin.com/CA/Mountain-View/Verano/VERANO-PLAN-1/home/183460153,NewHomeSource.com,Plan-242355657,N,Y,37.408018,-122.082856,,,,6,7,9,,1188.0,,12359.0,91,Biker's paradise,59,Somewhat walkable,30,Some transit,NA,NA,NA,NA,"Places3 groceries, 19 restaurants, 5 parksTransit200, 21, 40, 51, 51H, 52, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event",,,,https://www.redfin.com/CA/Mountain-View/Verano/VERANO-PLAN-1/home/183460153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
