SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,FLOORING_FEATURES,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,url,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE
MLS Listing,,Condo/Co-op,427 Alma St #308,Palo Alto,CA,94301,1448000,2.0,2.0,DOWNTOWN,890.0,890.0,1984.0,85,1627.0,659.0,Active,,,https://www.redfin.com/CA/Palo-Alto/427-Alma-St-94301/unit-308/home/590424,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41031272,N,Y,37.444076,-122.1643,,1.0,,,,Vinyl,,"Electric, Radiant",Other Water/Sewer,,8,7,9,2.5,1627.0,1405185.0,10897.0,100,/100Biker's paradise,95,Walker's paradise,58,Good transit,Minimal,Minimal,Moderate,Minimal,"Places0 groceries, 46 restaurants, 3 parksTransit21, 22, 280, 281, 296, 397, 81, 82, 83, 84, 88, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522, U","Sep 9, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41031272",1448000.0,"Jul 7, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41031272",1548000.0,"Jun 12, 2020",Pending (Pending (Do Not Show))MLSListings #ML81795365,NA,https://www.redfin.com/CA/Palo-Alto/427-Alma-St-94301/unit-308/home/590424,,,,"Jun 5, 2020",Listed (Active)MLSListings #ML81795365,1388000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,121 Park Ave,Palo Alto,CA,94306,4288000,5.0,4.5,PALO ALTO,3183.0,5000.0,2012.0,87,1347.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/121-Park-Ave-94306/home/1668555,MLSListings,ML81933196,N,Y,37.4299352,-122.150766,"Assigned Spaces, Gate/Door Opener, On Street, Parking Restrictions, Tandem Parking",1.0,"Bidet, Double Sinks, Half on Ground Floor, Primary (Stall Shower(s)), Shower Over Tub, Skylight, Solid Surface, 2+ Stall Shower, Tile, Other (See Remarks)","Breakfast Bar, Breakfast Nook, Dining Bar, Eat in Kitchen, No Formal Dining Room","Dryer, Electricity Hookup (110V), Electricity Hookup (220V), Inside, Upper Floor, Washer, Other (See Remarks)","Tile, Wood","Ceiling Fan, Central Forced Air","Central Forced Air (Gas), Heating (2+ Zones)",Public Utilities,3.0,8,7,9,2.5,1347.0,4365973.0,30319.0,100,/100Biker's paradise,89,Very walkable,44,Some transit,Minimal,Minor,Moderate,Minimal,"Places5 groceries, 31 restaurants, 1 parkTransit21, 22, 280, 281, 296, 397, 89, B7, Bus Bridge, ECR, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), Rapid 522, U","Aug 11, 2023",Price ChangedMLSListings #ML81933196,4288000.0,"Jul 5, 2023",Listed (Active)MLSListings #ML81933196,4488000.0,"Feb 23, 2018",Pending (Pending (Do Not Show))MLSListings #ML81691556,NA,https://www.redfin.com/CA/Palo-Alto/121-Park-Ave-94306/home/1668555,,,,"Feb 7, 2018",Listed (Active)MLSListings #ML81691556,3988000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,481 San Antonio Ave,Palo Alto,CA,94306,2985000,4.0,2.0,PALO ALTO,1765.0,10260.0,1956.0,93,1691.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/481-San-Antonio-Rd-94306/home/608116,MLSListings,ML81933520,N,Y,37.4136975,-122.105089,,2.0,"Shower Over Tub, Tubs, 2+ Stall Shower","No Formal Dining Room, Dining Area in Family Room, No Informal Dining Room",In Garage,Carpet (Wall-to-Wall),,Radiant,,1.0,8,8,9,3.0,1724.0,3043243.0,,97,Biker's paradise,79,Very walkable,37,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 15 restaurants, 7 parksTransit21, 22, 40, ACE Orange, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, Rapid 522, School 288, School 288L","Jul 4, 2007",Listing RemovedMLSListings #ML80735751,NA,"Jun 27, 2007",ListedMLSListings #ML80735751,998000.0,,,,https://www.redfin.com/CA/Palo-Alto/481-San-Antonio-Rd-94306/home/608116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,344 Tennyson Ave,Palo Alto,CA,94301,13900000,4.0,3.5,PALO ALTO,2719.0,19999.0,1920.0,94,5112.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/344-Tennyson-Ave-94301/home/1526658,MLSListings,ML81933379,N,Y,37.4362134,-122.1446446,Detached,2.0,,No Formal Dining Room,,,,"Electric, Forced Air",Public Utilities,2.0,7,7,9,2.0,5112.0,11931365.0,98282.0,97,Biker's paradise,55,Somewhat walkable,42,Some transit,Moderate,Minor,Moderate,Minimal,"Places2 groceries, 22 restaurants, 6 parksTransit21, 22, 280, 281, 296, 397, 81, 89, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), Rapid 522, School 288, School 288L, School 288M, U","Jun 28, 2023",Listed (Active)MLSListings #ML81933379,13900000.0,,,,,,,https://www.redfin.com/CA/Palo-Alto/344-Tennyson-Ave-94301/home/1526658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3421 Orinda St,Palo Alto,CA,94306,2175000,3.0,2.0,PALO ALTO,1036.0,3302.0,1951.0,99,2099.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/3421-Orinda-St-94306/home/600782,MLSListings,ML81931201,N,Y,37.4214762,-122.1335542,Attached Garage,1.0,"Shower and Tub, Stall Shower",Formal Dining Room,,,Multi-Zone,Central Forced Air (Gas),Public Utilities,2.0,7,8,9,2.5,2099.0,2164098.0,15572.0,100,/100Biker's paradise,81,Very walkable,42,Some transit,Major,Minimal,Moderate,Minimal,"Places5 groceries, 26 restaurants, 4 parksTransit21, 22, 89, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L6, Rapid 522, School 288, School 288L, School 288M","Aug 19, 2023",Price ChangedMLSListings #ML81931201,2175000.0,"Aug 19, 2023",Relisted (Active)MLSListings #ML81931201,NA,"Aug 4, 2023",Listing RemovedMLSListings #ML81931201,NA,https://www.redfin.com/CA/Palo-Alto/3421-Orinda-St-94306/home/600782,,,,"Jun 8, 2023",Listed (Active)MLSListings #ML81931201,2250000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,511 Washington Ave,Palo Alto,CA,94301,8950000,5.0,3.5,PALO ALTO,2998.0,12980.0,1947.0,101,2985.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Palo-Alto/511-Washington-Ave-94301/home/1178358,MLSListings,ML81925730,N,Y,37.435618,-122.1387003,Detached,4.0,,"Eat in Kitchen, Formal Dining Room","In Utility Room, Washer/Dryer, Other (See Remarks)","Carpet, Hardwood",Central Forced Air,Central Forced Air (Gas),Public Utilities,2.0,7,7,9,2.5,2985.0,8543760.0,63282.0,100,/100Biker's paradise,60,Somewhat walkable,39,Some transit,Minimal,Minimal,Moderate,Minimal,"Places1 grocery, 24 restaurants, 8 parksTransit21, 22, 280, 281, 296, 397, 81, 89, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L6, Rapid 522, School 288, School 288L, School 288M, U","Jun 21, 2023",Listed (Active)MLSListings #ML81925730,8950000.0,"Jun 8, 2022",Pending (Pending (Do Not Show))MLSListings #ML81891339,NA,"May 12, 2022",Listed (Active)MLSListings #ML81891339,7998000.0,https://www.redfin.com/CA/Palo-Alto/511-Washington-Ave-94301/home/1178358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1982 SW Bayshore #228,East Palo Alto,CA,94303,749000,2.0,2.0,EAST PALO ALTO,1157.0,,2002.0,103,647.0,508.0,Active,,,https://www.redfin.com/CA/East-Palo-Alto/1982-W-Bayshore-Rd-94303/unit-228/home/17307831,MLSListings,ML81932298,N,Y,37.4525047,-122.1288516,"Assigned Spaces, Gate/Door Opener, Off-Site Parking, Off-Street Parking, Underground Parking",1.0,,Dining Area,,,Central Forced Air,Forced Air,Individual Electric Meters,1.0,NA,NA,6,2.5,647.0,741076.0,5804.0,71,Very bikeable,53,Somewhat walkable,,,Minimal,Moderate,Moderate,Minimal,"Places4 groceries, 19 restaurants, 7 parksTransit21, 280, 281, 296, 397, 81, 83, School 288, School 288L, School 288M, U","Sep 30, 2023",Price ChangedMLSListings #ML81932298,749000.0,"Jul 29, 2023",Price ChangedMLSListings #ML81932298,795000.0,"Jun 19, 2023",Listed (Active)MLSListings #ML81932298,868000.0,https://www.redfin.com/CA/East-Palo-Alto/1982-W-Bayshore-Rd-94303/unit-228/home/17307831,"Common Area Electricity, Exterior Painting, Hot Water, Insurance (Common Area), Insurance (Liability), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior)",,Woodland Creek,"Aug 8, 2014",ListedMLSListings #ML81428917,535000.0,"Aug 8, 2014",Listing RemovedMLSListings #ML81428917,NA,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,470 Ruthven Ave,Palo Alto,CA,94301,4600000,4.0,3.5,PALO ALTO,2617.0,6999.0,2013.0,108,1758.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/470-Ruthven-Ave-94301/home/867973,MLSListings,ML81931736,N,Y,37.4509584,-122.1639719,Detached,1.0,,Formal Dining Room,,,Central Forced Air,Forced Air,Public Utilities,2.0,8,7,9,2.5,1758.0,,32525.0,100,/100Biker's paradise,84,Very walkable,54,Good transit,Minimal,Minimal,Moderate,Minimal,"Places1 grocery, 37 restaurants, 3 parksTransit21, 22, 280, 281, 286, 296, 397, 81, 82, 83, 84, 88, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522","Jun 14, 2023",Listed (Active)MLSListings #ML81931736,4600000.0,"Jul 8, 2014",Pending (Pending (Do Not Show))MLSListings #ML81423890,NA,"Jul 5, 2014",Listed (Active)MLSListings #ML81423890,3380000.0,https://www.redfin.com/CA/Palo-Alto/470-Ruthven-Ave-94301/home/867973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Other,760 San Antonio Rd,Palo Alto,CA,94303,10500000,,,PALO ALTO,,29083.0,,109,,,Active,,,https://www.redfin.com/CA/Palo-Alto/760-San-Antonio-Rd-94303/home/185753505,MLSListings,ML81931630,N,Y,37.4183086,-122.1021154,,,,,,,,,"Electricity (On Site), Gas (On Site), Public Utilities",,8,8,9,1.5,,,74242.0,97,Biker's paradise,83,Very walkable,32,Some transit,NA,NA,NA,NA,"Places4 groceries, 18 restaurants, 4 parksTransit21, 40, ACE Orange, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, School 288, School 288L","Jun 13, 2023",Listed (Active)MLSListings #ML81931630,10500000.0,,,,,,,https://www.redfin.com/CA/Palo-Alto/760-San-Antonio-Rd-94303/home/185753505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4335 Miranda Ave,Palo Alto,CA,94306,3295000,4.0,2.0,PALO ALTO,1947.0,14464.0,1962.0,114,1692.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/4335-Miranda-Ave-94306/home/1602802,MLSListings,ML81927906,N,Y,37.3915159,-122.1280752,"Attached Garage, Off-Street Parking, On Street, Parking Area",2.0,"Double Sinks, Dual Flush Toilet, Full on Ground Floor, Outside Access, Shower and Tub, Stall Shower, Tile, Tub","Breakfast Room, Eat in Kitchen, Formal Dining Room","Electricity Hookup (220V), Hookup (Gas Dryer), In Utility Room, Inside, Tub/Sink, Washer/Dryer","Hardwood, Laminate, Tile, Vinyl/Linoleum",Other (See Remarks),"Central Forced Air (Gas), Fireplace, Solar","Public Utilities, Solar Panels - Owned",1.0,8,8,9,2.5,1692.0,3283752.0,23298.0,46,Somewhat bikeable,12,Car-dependent,22,Minimal transit,Severe,Minor,Moderate,Minimal,"Places3 groceries, 27 restaurants, 6 parksTransit21, 22, 40, 89, C - AM, C - PM, C - PM Concert, D - AM, D - PM, Express 101, Express 102, Express 103, Express 104, Rapid 522, School 288, School 288L, School 288M","Sep 28, 2023",Price ChangedMLSListings #ML81927906,3295000.0,"Sep 5, 2023",Relisted (Active)MLSListings #ML81927906,NA,"Aug 14, 2023",Listing RemovedMLSListings #ML81927906,NA,https://www.redfin.com/CA/Palo-Alto/4335-Miranda-Ave-94306/home/1602802,,,,"Jul 12, 2023",Price ChangedMLSListings #ML81927906,3295000.0,"May 17, 2023",Listed (Active)MLSListings #ML81927906,3395000.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,500 Fulton St #102,Palo Alto,CA,94301,1199000,2.0,1.5,PALO ALTO,1111.0,,1963.0,123,1079.0,550.0,Active,,,https://www.redfin.com/CA/Palo-Alto/500-Fulton-St-94301/unit-102/home/1540017,MLSListings,ML81923729,N,Y,37.4509982,-122.1561108,"Assigned Spaces, Electric Gate, Underground Parking",1.0,"Full on Ground Floor, Half on Ground Floor, Shower Over Tub, Tile","Dining ""L""","Community Facility, In Utility Room","Laminate, Tile",Central Forced Air,Central Forced Air,"Individual Electric Meters, Individual Gas Meters, Public Utilities",1.0,8,7,9,2.5,1079.0,1160999.0,9028.0,87,Very bikeable,87,Very walkable,49,Some transit,Minimal,Minimal,Moderate,Minimal,"Places1 grocery, 29 restaurants, 2 parksTransit21, 22, 280, 281, 296, 397, 81, 82, 83, 84, 88, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522","Jul 25, 2023",Relisted (Active)MLSListings #ML81923729,NA,"May 31, 2023",Pending (Pending (Do Not Show))MLSListings #ML81923729,NA,"Apr 29, 2023",Price ChangedMLSListings #ML81923729,1199000.0,https://www.redfin.com/CA/Palo-Alto/500-Fulton-St-94301/unit-102/home/1540017,"Exterior Painting, Insurance (Common Area), Insurance (Flood), Maintenance (Common Area), Maintenance (Exterior), Roof, Water/Sewer",Monthly,Chantilly Apartments,"Apr 5, 2023",Listed (Active)MLSListings #ML81923729,1265000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,1628 Bryant St,Palo Alto,CA,94301,7200000,,,PALO ALTO,,11375.0,,128,,,Active,,,https://www.redfin.com/CA/Palo-Alto/1628-Bryant-St-94301/home/22529361,MLSListings,ML81914066,N,Y,37.436683,-122.147628,,,,,,,,,Electricity (Available at Street),,7,7,9,2.5,,6880716.0,50908.0,96,Biker's paradise,60,Somewhat walkable,38,Some transit,Minimal,Minor,Moderate,Minimal,"Places4 groceries, 20 restaurants, 6 parksTransit21, 22, 280, 281, 296, 397, 89, B7, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), Rapid 522, School 288, School 288M","Aug 7, 2023",Price ChangedMLSListings #ML81914066,7200000.0,"May 25, 2023",Listed (Active)MLSListings #ML81914066,7499000.0,"Apr 20, 2021",ContingentMLSListings #ML81779871,NA,https://www.redfin.com/CA/Palo-Alto/1628-Bryant-St-94301/home/22529361,,,,"Apr 19, 2021",Pending (Pending (Do Not Show))MLSListings #ML81779871,NA,"Jan 14, 2021",Price ChangedMLSListings #ML81779871,7500000.0,"Jan 4, 2021",Price ChangedMLSListings #ML81779871,7800000.0,"Jan 22, 2020",Listed (Active)MLSListings #ML81779871,7250000.0,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,148 Kingsley Ave,Palo Alto,CA,94301,6799000,7.0,7.0,PALO ALTO,5503.0,10001.0,2000.0,145,1236.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/148-Kingsley-Ave-94301/home/185952951,MLSListings,ML81927474,N,Y,37.4384643,-122.1543487,"Detached, Parking Area",2.0,"Double Sinks, Full on Ground Floor, Oversized Tub, Primary (Sunken Tub), Primary (Tub w/ Jets), Shower and Tub, Skylight, Stall Shower, Tile",Dining Area,"Electricity Hookup (220V), Hookup (Gas Dryer), Inside, Upper Floor, Other (See Remarks)","Hardwood, Marble, Stone, Tile","Central Forced Air, Other (See Remarks)",Central Forced Air,Public Utilities,1.0,7,7,9,2.5,1236.0,6739673.0,48073.0,100,/100Biker's paradise,90,Walker's paradise,49,Some transit,Moderate,Minor,Moderate,Minimal,"Places4 groceries, 29 restaurants, 4 parksTransit21, 22, 280, 281, 296, 397, 83, 84, 88, 89, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), Rapid 522, U","Aug 23, 2023",Price ChangedMLSListings #ML81927474,6799000.0,"May 8, 2023",Listed (Active)MLSListings #ML81927474,6999000.0,,,,https://www.redfin.com/CA/Palo-Alto/148-Kingsley-Ave-94301/home/185952951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,542-546 Oxford Ave,Palo Alto,CA,94306,2750000,1.0,2.5,PALO ALTO,2240.0,5240.0,1952.0,148,1228.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/542-Oxford-Ave-94306/home/174558594,MLSListings,ML81900453,N,Y,37.4266174,-122.1491692,Off-Street Parking,3.0,,Dining Area,,,,Wall Furnace,Public Utilities,1.0,8,7,9,2.5,1228.0,2626682.0,19444.0,100,/100Biker's paradise,94,Walker's paradise,45,Some transit,NA,NA,NA,NA,"Places5 groceries, 34 restaurants, 1 parkTransit21, 22, 89, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), Rapid 522, School 288, School 288M, U","May 12, 2023",Relisted (Active)MLSListings #ML81900490,NA,"Aug 5, 2022",Listing RemovedMLSListings #ML81900490,NA,"Jul 15, 2022",Listed (Active)MLSListings #ML81900490,2590000.0,https://www.redfin.com/CA/Palo-Alto/542-Oxford-Ave-94306/home/174558594,,,,"May 12, 2023",Relisted (Active)MLSListings #ML81900453,NA,"Aug 5, 2022",Price ChangedMLSListings #ML81900453,2750000.0,"Aug 5, 2022",Listing RemovedMLSListings #ML81900453,NA,"Jul 29, 2022",Listed (Active)MLSListings #ML81900453,2590000.0,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,425 Grant Ave #21,Palo Alto,CA,94306,995000,2.0,2.0,PALO ALTO,906.0,,1962.0,150,1098.0,612.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/425-Grant-Ave-94306/unit-21/home/1574909,MLSListings,ML81926895,N,Y,37.4251424,-122.1425375,"Assigned Spaces, Covered Parking",,,Dining Area in Living Room,,,,Radiant,"Individual Electric Meters, Individual Gas Meters, Public Utilities",1.0,8,7,9,2.5,1098.0,967943.0,7647.0,100,/100Biker's paradise,95,Walker's paradise,47,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 31 restaurants, 1 parkTransit21, 22, 89, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L6, Rapid 522, School 288, School 288L, School 288M","Aug 14, 2023",Price ChangedMLSListings #ML81926895,995000.0,"May 3, 2023",Listed (Active)MLSListings #ML81926895,1100000.0,,,,https://www.redfin.com/CA/Palo-Alto/425-Grant-Ave-94306/unit-21/home/1574909,"Common Area Electricity, Exterior Painting, Garbage, Insurance (Earthquake), Insurance (Structure)",Monthly,Grant Avenue Condo Owners Association,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,143 Lowell Ave,Palo Alto,CA,94301,5450000,3.0,2.5,PALO ALTO,2041.0,10000.0,1931.0,156,2670.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/143-Lowell-Ave-94301/home/1658382,MLSListings,ML81926128,N,Y,37.4348526,-122.1486368,"Detached, Off-Street Parking",2.0,Shower Over Tub,Formal Dining Room,Washer/Dryer,"Hardwood, Vinyl/Linoleum",,Central Forced Air (Gas),Public Utilities,2.0,7,7,9,2.5,2670.0,,38535.0,96,Biker's paradise,57,Somewhat walkable,42,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 27 restaurants, 2 parksTransit21, 22, 280, 281, 296, 397, 89, B7, Bus Bridge, ECR, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), Rapid 522, School 288, School 288M","May 8, 2023",Price ChangedMLSListings #ML81926128,5450000.0,"Apr 27, 2023",Listed (Active)MLSListings #ML81926128,5990000.0,,,,https://www.redfin.com/CA/Palo-Alto/143-Lowell-Ave-94301/home/1658382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,265 Coleridge Ave,Palo Alto,CA,94301,5650000,,,PALO ALTO,,7501.0,,186,,,Active,,,https://www.redfin.com/CA/Palo-Alto/265-Coleridge-Ave-94301/home/591239,MLSListings,ML81922836,N,Y,37.4371948,-122.1483263,Detached,2.0,,Formal Dining Room,,,,Other (See Remarks),Public Utilities,3.0,7,7,9,2.5,1659.0,4315973.0,,96,Biker's paradise,60,Somewhat walkable,38,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 20 restaurants, 6 parksTransit21, 22, 280, 281, 296, 397, 83, 89, B7, Bus Bridge, ECR, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), Rapid 522, School 288, School 288M","Feb 3, 2021",Pending (Pending (Do Not Show))MLSListings #ML81818142,NA,"Jan 28, 2021",Listed (Active)MLSListings #ML81818142,3500000.0,,,,https://www.redfin.com/CA/Palo-Alto/265-Coleridge-Ave-94301/home/591239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),3171 Loma Verde Pl,Palo Alto,CA,94303,2395000,4.0,3.0,PALO ALTO,2166.0,6613.0,1961.0,218,1106.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/3171-Loma-Verde-Pl-94303/home/812958,MLSListings,ML81919882,N,Y,37.4311925,-122.1209098,,,,,,,,,,1.0,8,8,9,,1238.0,2681159.0,,97,Biker's paradise,64,Somewhat walkable,26,Some transit,Moderate,Moderate,Moderate,Minimal,"Places2 groceries, 11 restaurants, 13 parksTransit21, 22, ACE Orange, Bus Bridge, Rapid 522, School 288, School 288L, School 288M, U",,,,,,,,,,https://www.redfin.com/CA/Palo-Alto/3171-Loma-Verde-Pl-94303/home/812958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),817 & 819 Kipling St,Palo Alto,CA,94301,2380000,2.0,2.0,PALO ALTO,985.0,2829.0,1908.0,250,2416.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/817-Kipling-St-94301/home/812704,MLSListings,ML81916875,N,Y,37.4452331,-122.1555807,On Street,,,,Washer/Dryer,,,Forced Air,Public Utilities,1.0,8,7,9,2.5,2416.0,2263144.0,17040.0,99,Biker's paradise,92,Walker's paradise,52,Good transit,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 29 restaurants, 2 parksTransit21, 22, 280, 281, 296, 397, 81, 82, 83, 84, 88, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522","Jun 13, 2023",Price ChangedMLSListings #ML81916875,2380000.0,"Jan 23, 2023",Listed (Active)MLSListings #ML81916875,2580000.0,"Jun 13, 2023",Price ChangedMLSListings #ML81916449,2380000.0,https://www.redfin.com/CA/Palo-Alto/817-Kipling-St-94301/home/812704,,,,"Apr 21, 2023",Price ChangedMLSListings #ML81916449,2450000.0,"Jan 18, 2023",Listed (Active)MLSListings #ML81916449,2580000.0,,,,,,,,,,,,,,,,,,,,,
