SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HAS_GARAGE,FLOORING_FEATURES,HEATING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,UTILITIES,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,NUM_STORIES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE
MLS Listing,,Single Family Residential,41461 Denise St,Fremont,CA,94539,2250000,4.0,3.0,FREMONT,2107.0,6300.0,1955.0,25.0,1068.0,,Active,September-30-2023 02:00 PM,September-30-2023 05:00 PM,https://www.redfin.com/CA/Fremont/41461-Denise-St-94539/home/1790338,MLSListings,ML81940699,N,Y,37.5367555,-121.9496453,2.0,Wood,Central Forced Air,9,10,10,2.5,1068.0,2397160.0,16145.0,50,Bikeable,51,Somewhat walkable,36,Some transit,Minimal,Severe,Moderate,Minimal,"Places5 groceries, 20 restaurants, 1 parkTransit210, 212, 215, 216, 217, 239, 623, 624","Sep 4, 2023",Listed (Active)MLSListings #ML81940699,2250000.0,"Mar 12, 2009","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40394912",NA,"Feb 12, 2009","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40394912",718888.0,,,,https://www.redfin.com/CA/Fremont/41461-Denise-St-94539/home/1790338,Public Utilities,Attached Garage,Double Sinks,Formal Dining Room,In Garage,1.0,,,,,,,,,
MLS Listing,,Single Family Residential,34363 Grand Canyon Dr,Union City,CA,94587,1688800,5.0,3.5,PARK RIDGE,2320.0,3510.0,2000.0,29.0,728.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Union-City/34363-Grand-Canyon-Dr-94587/home/1935732,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037745,N,Y,37.5883648,-122.0054815,2.0,"Vinyl, Carpet",Forced Air,NA,NA,6,2.5,728.0,1736126.0,12118.0,45,Somewhat bikeable,44,Car-dependent,,,Moderate,Major,Moderate,Minimal,"Places4 groceries, 33 restaurants, 12 parksTransit200, 216, 232, 625, 801, 97, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S","Sep 27, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41037745",1688800.0,"Aug 31, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037745",1749950.0,"Sep 8, 2014","Pending (Pending - Subject to Lender Approval)bridgeMLS, Bay East AOR, or Contra Costa AOR #40671227",NA,"Aug 22, 2014","Listed (New-Short Sale)bridgeMLS, Bay East AOR, or Contra Costa AOR #40671227",725000.0,https://www.redfin.com/CA/Union-City/34363-Grand-Canyon-Dr-94587/home/1935732,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3827 Heart Cmn,Fremont,CA,94538,975000,2.0,2.5,LOCALE @ STATE STREET,1290.0,,2019.0,29.0,756.0,750.0,Active,,,https://www.redfin.com/CA/Fremont/3827-Heart-Cmn-94538/home/168824333,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037671,N,Y,37.548849,-121.985193,1.0,Laminate,Forced Air,5,7,7,2.5,756.0,965991.0,7644.0,76,Very bikeable,90,Walker's paradise,54,Good transit,Minimal,Minor,Moderate,Minimal,"Places7 groceries, 37 restaurants, 2 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Aug 31, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037671",975000.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/3827-Heart-Cmn-94538/home/168824333,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,3686 Gainsborough Ter,Fremont,CA,94555,849999,3.0,1.5,NORTH GATE,1166.0,901.0,1970.0,29.0,729.0,351.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/3686-Gainsborough-Ter-94555/home/1132560,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037647,N,Y,37.5765316,-122.0368085,,Laminate,Forced Air,8,7,9,2.25,729.0,849239.0,6450.0,63,Bikeable,75,Very walkable,41,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 24 restaurants, 6 parksTransit200, 210, 216, 232, 621, 801, 97, 99","Aug 31, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037647",849999.0,"Mar 2, 2002","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #11128962",NA,"Feb 19, 2002","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #11128962",268000.0,,,,https://www.redfin.com/CA/Fremont/3686-Gainsborough-Ter-94555/home/1132560,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3418 Inspiration Way #302,Fremont,CA,94538,1116691,2.0,2.0,WARM SPRINGS,1335.0,,2023.0,29.0,836.0,600.0,Active,,,https://www.redfin.com/CA/Fremont/3418-Inspiration-WAY-94538/unit-302/home/175779228,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037642,N,Y,37.504289,-121.945179,2.0,,Forced Air,8,7,7,2.69,836.0,,8613.0,63,Bikeable,25,Car-dependent,50,Good transit,Minimal,Moderate,Major,Minimal,"Places4 groceries, 26 restaurants, 3 parksTransit212, 215, 217, 239, 623, 624, Green-N, Green-S, Orange-N, Orange-S","Aug 31, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037642",1116691.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/3418-Inspiration-WAY-94538/unit-302/home/175779228,"All Public Utilities, Cable Available, Internet Available, Natural Gas Available, Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,34247 Perry Rd,Union City,CA,94587,1495000,3.0,2.0,ALVARADO NILES,1794.0,8000.0,1969.0,30.0,833.0,,Active,,,https://www.redfin.com/CA/Union-City/34247-Perry-Rd-94587/home/1580272,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037623,N,Y,37.5848425,-122.0294364,2.0,Laminate,Forced Air,NA,NA,6,2.5,833.0,1486519.0,10571.0,74,Very bikeable,65,Somewhat walkable,,,Major,Moderate,Moderate,Minimal,"Places3 groceries, 38 restaurants, 2 parksTransit200, 210, 216, 232, 621, 801, 97, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S","Sep 29, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41037623",NA,"Aug 30, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037623",1495000.0,"Jul 7, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41032461",1170000.0,,,,https://www.redfin.com/CA/Union-City/34247-Perry-Rd-94587/home/1580272,"Water/Sewer Meter on Site, All Public Utilities, Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3468 Inspiration Way #203,Fremont,CA,94538,1188180,2.0,2.0,WARM SPRINGS,1462.0,,2023.0,30.0,813.0,600.0,Active,,,https://www.redfin.com/CA/Fremont/3468-Inspiration-Way-94538/unit-203/home/187232347,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037576,N,Y,37.504191,-121.945817,2.0,,Forced Air,8,7,7,2.52,813.0,,9001.0,63,Bikeable,25,Car-dependent,50,Good transit,Minimal,Minor,Major,Minimal,"Places4 groceries, 26 restaurants, 3 parksTransit212, 215, 217, 239, 623, 624, Green-N, Green-S, Orange-N, Orange-S","Sep 25, 2023",Price ChangedNewHomeSource.com #2533884,1103180.0,"Sep 14, 2023",Listed (Active)NewHomeSource.com #2533884,1188180.0,"Aug 30, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037576",1188180.0,,,,https://www.redfin.com/CA/Fremont/3468-Inspiration-Way-94538/unit-203/home/187232347,"All Public Utilities, Cable Available, Internet Available, Natural Gas Available, Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3425 Inspiration Way #303,Fremont,CA,94538,1218733,3.0,2.0,WARM SPRINGS,1771.0,,2023.0,30.0,688.0,600.0,Active,,,https://www.redfin.com/CA/Fremont/3425-Inspiration-Way-94538/unit-303/home/187232103,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037571,N,Y,37.50468,-121.9452,2.0,,Forced Air,8,7,7,2.46,688.0,,9217.0,63,Bikeable,25,Car-dependent,50,Good transit,NA,NA,NA,NA,"Places4 groceries, 26 restaurants, 3 parksTransit212, 215, 217, 239, 623, 624, Green-N, Green-S, Orange-N, Orange-S","Aug 30, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037571",1218733.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/3425-Inspiration-Way-94538/unit-303/home/187232103,"All Public Utilities, Cable Available, Internet Available, Natural Gas Available, Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,43815 Paso Pino Cmn,Fremont,CA,94539,1249000,3.0,2.0,MISSION DISTRICT,1431.0,8160.0,2011.0,31.0,873.0,300.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/43815-Paso-Pino-Cmn-94539/home/40319545,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037436,N,Y,37.5242623,-121.9199275,2.0,"Concrete, Hardwood, Tile, Carpet",Forced Air,9,10,10,2.5,873.0,1276065.0,9131.0,50,Bikeable,46,Car-dependent,33,Some transit,Minimal,Severe,Moderate,Minimal,"Places1 grocery, 21 restaurants, 5 parksTransit210, 215, 217, 239, 623, 624, Green-N, Green-S, Orange-N, Orange-S, Route 6","Aug 29, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037436",1249000.0,"Jul 27, 2012","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40580395",NA,"Jul 5, 2012","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40580395",638610.0,,,,https://www.redfin.com/CA/Fremont/43815-Paso-Pino-Cmn-94539/home/40319545,"All Public Utilities, Natural Gas Connected, Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,711 Old Canyon Rd #174,Fremont,CA,94536,230000,2.0,2.0,NILES CANYON MHP,1368.0,,,35.0,168.0,,Active,,,https://www.redfin.com/CA/Fremont/711-Old-Canyon-Rd-94536/unit-174/home/40011861,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037306,N,Y,37.5775098,-121.965755,,"Vinyl, Carpet, Engineered Wood","Forced Air, Natural Gas",7,6,7,3.0,168.0,227373.0,1626.0,54,Bikeable,37,Car-dependent,26,Some transit,Moderate,Severe,Moderate,Minimal,"Places3 groceries, 16 restaurants, 9 parksTransit200, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Aug 25, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037306",230000.0,"Jul 16, 2012","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40567160",NA,"Jul 14, 2012","Price Changed (Price Change)bridgeMLS, Bay East AOR, or Contra Costa AOR #40567160",49800.0,"Mar 25, 2012","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40567160",54000.0,https://www.redfin.com/CA/Fremont/711-Old-Canyon-Rd-94536/unit-174/home/40011861,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,42111 Osgood Rd #412,Fremont,CA,94539,696714,2.0,2.0,FREMONT,906.0,,2022.0,35.0,769.0,532.0,Active,,,https://www.redfin.com/CA/Fremont/42111-Osgood-Rd-94539/unit-412/home/168829566,MLSListings,ML81939901,N,Y,37.527913,-121.9512301,1.0,,Central Forced Air,8,7,9,1.0,769.0,696643.0,5458.0,52,Bikeable,58,Somewhat walkable,35,Some transit,Minimal,Moderate,Moderate,Minimal,"Places5 groceries, 19 restaurants, 0 parksTransit210, 212, 215, 217, 239, 623, 624","Aug 25, 2023",Listed (Active)MLSListings #ML81939901,696714.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/42111-Osgood-Rd-94539/unit-412/home/168829566,Individual Electric Meters,"Assigned Spaces, Common Parking Area, Covered Parking, Guest/Visitor Parking",Solid Surface,No Formal Dining Room,Washer/Dryer,1.0,"Common Area Electricity, Common Area Gas, Decks, Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Maintenance (Road), Maintenance (Unit Yard), Management Fee, Reserves",Monthly,Savant HOA,,,,,,
MLS Listing,,Townhouse,3911 Wildflower Cmn,Fremont,CA,94538,949000,3.0,2.0,Fremont,1300.0,111078.0,1987.0,35.0,730.0,454.0,Active,,,https://www.redfin.com/CA/Fremont/3911-Wildflower-Cmn-94538/home/1712341,San Francisco MLS,423760527,N,Y,37.5256081,-121.9568923,,"Carpet, Laminate",Central,8,7,9,,730.0,949061.0,7264.0,70,Very bikeable,80,Very walkable,35,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 19 restaurants, 1 parkTransit210, 212, 215, 216, 217, 239, 623, 624","Sep 22, 2023",Price ChangedSan Francisco MLS #423760527,949000.0,"Aug 24, 2023",Listed (Active)San Francisco MLS #423760527,968000.0,,,,,,,https://www.redfin.com/CA/Fremont/3911-Wildflower-Cmn-94538/home/1712341,"Cable Available, Internet Available, Natural Gas Connected, Underground Utilities",,,,,3.0,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),37014 Dutra Way,Fremont,CA,94536,1299900,4.0,,Fremont,1796.0,7076.0,1951.0,36.0,724.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Fremont/37014-Dutra-Way-94536/home/1942936,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037099,N,Y,37.5488633,-122.0204913,,"Laminate, Tile",Wall Furnace,5,6,7,2.5,724.0,1270732.0,9191.0,56,Bikeable,71,Very walkable,30,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 26 restaurants, 2 parksTransit200, 210, 232, 251, 620, 621, 625, 626, 628, 629, 801, 99, ACE, ACETrain, CC, SB, U","Sep 21, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41037099",1299900.0,"Aug 24, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037099",1349900.0,"Dec 21, 2009","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40431152",NA,"Nov 17, 2009","Price Changed (Price Change)bridgeMLS, Bay East AOR, or Contra Costa AOR #40431152",399000.0,https://www.redfin.com/CA/Fremont/37014-Dutra-Way-94536/home/1942936,,,,,,,,,,"Oct 26, 2009","Price Changed (Price Change)bridgeMLS, Bay East AOR, or Contra Costa AOR #40431152",440000.0,"Sep 25, 2009","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40431152",480000.0
MLS Listing,,Single Family Residential,36720 Charles St,Newark,CA,94560,1038888,3.0,2.0,NEWARK,1190.0,5700.0,1954.0,36.0,873.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Newark/36720-Charles-St-94560/home/861865,MLSListings,ML81934651,N,Y,37.5479617,-122.0245682,2.0,"Laminate, Vinyl/Linoleum",Gas,6,4,5,2.25,873.0,1035805.0,7455.0,45,Somewhat bikeable,40,Car-dependent,,,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 26 restaurants, 3 parksTransit200, 210, 232, 251, 620, 621, 625, 626, 628, 629, 801, 99, ACE, ACETrain, CC, SB, U","Aug 24, 2023",Listed (Active)MLSListings #ML81934651,1038888.0,"Jun 7, 2022",Pending (Pending (Do Not Show))MLSListings #ML81887342,NA,"May 12, 2022",Listed (Active)MLSListings #ML81887342,1018000.0,,,,https://www.redfin.com/CA/Newark/36720-Charles-St-94560/home/861865,Public Utilities,Detached,"Granite, Primary (Stall Shower(s)), Other (See Remarks)",Eat in Kitchen,Washer,,,,,,,,,,
MLS Listing,,Townhouse,38533 Vancouver Cmn,Fremont,CA,94536,749900,2.0,1.5,PARKMONT III,976.0,698.0,1978.0,36.0,768.0,310.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/38533-Vancouver-Cmn-94536/home/527265,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037019,N,Y,37.5603547,-121.9802484,,"Laminate, Carpet",Forced Air,8,6,7,2.0,768.0,746245.0,5612.0,74,Very bikeable,73,Very walkable,59,Good transit,Minimal,Moderate,Moderate,Minimal,"Places4 groceries, 30 restaurants, 3 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Aug 24, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037019",749900.0,"Nov 12, 2018","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40845170",NA,"Nov 10, 2018","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40845170",589950.0,"Nov 6, 2018","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40845170",599000.0,https://www.redfin.com/CA/Fremont/38533-Vancouver-Cmn-94536/home/527265,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5369 Keystone Dr,Fremont,CA,94536,1899950,3.0,2.0,GLENMOOR,1671.0,8179.0,1956.0,37.0,1137.0,30.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/5369-Keystone-Dr-94536/home/1054452,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41036751,N,Y,37.5383064,-122.0150871,2.0,"Tile, Engineered Wood","Forced Air, Fireplace(s), Pellet Stove",7,7,7,2.5,1137.0,,13464.0,46,Somewhat bikeable,59,Somewhat walkable,33,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 20 restaurants, 4 parksTransit200, 210, 212, 216, 232, 251, 620, 621, 625, 626, 628, 629, 801, 99, ACE, ACETrain, CC, SB, U","Aug 23, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41036751",1899950.0,"Aug 10, 2011","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40522663",NA,"Jul 19, 2011","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40522663",NA,"Jun 7, 2011","Price Changed (Price Change)bridgeMLS, Bay East AOR, or Contra Costa AOR #40522663",500000.0,https://www.redfin.com/CA/Fremont/5369-Keystone-Dr-94536/home/1054452,"All Public Utilities, Cable Available, Internet Available",,,,,,,,,"May 20, 2011","Price Changed (Price Change)bridgeMLS, Bay East AOR, or Contra Costa AOR #40522663",525000.0,"May 5, 2011","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40522663",555000.0
MLS Listing,,Condo/Co-op,46872 Winema Cmn #32,Fremont,CA,94539,588888,1.0,1.0,WARM SPRINGS,827.0,16826.0,1985.0,40.0,712.0,397.0,Active,,,https://www.redfin.com/CA/Fremont/46872-Winema-Cmn-94539/unit-32/home/1666634,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41036674,N,Y,37.4899657,-121.9262669,,"Laminate, Tile, Vinyl",Central,NA,7,9,2.5,712.0,584478.0,4623.0,66,Bikeable,74,Very walkable,33,Some transit,Minimal,Moderate,Moderate,Minimal,"Places5 groceries, 38 restaurants, 3 parksTransit215, 217, 239, 623, 624, Green-N, Green-S, Orange-N, Orange-S","Sep 8, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41036674",588888.0,"Aug 20, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41036674",599950.0,"May 18, 2018",Pending (Pending (Do Not Show))MLSListings #ML81704664,NA,"May 9, 2018",Listed (Active)MLSListings #ML81704664,492000.0,https://www.redfin.com/CA/Fremont/46872-Winema-Cmn-94539/unit-32/home/1666634,"Natural Gas Available, Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,42111 Osgood Rd #428,Fremont,CA,94539,1100259,3.0,2.0,FREMONT,1602.0,,2022.0,41.0,687.0,622.0,Active,,,https://www.redfin.com/CA/Fremont/42111-Osgood-Rd-94539/unit-428/home/168829580,MLSListings,ML81938626,N,Y,37.527913,-121.9512301,2.0,,"Central Forced Air, Central Forced Air (Gas)",8,7,9,1.0,687.0,1014617.0,8402.0,52,Bikeable,58,Somewhat walkable,35,Some transit,Minimal,Moderate,Moderate,Minimal,"Places5 groceries, 19 restaurants, 0 parksTransit210, 212, 215, 217, 239, 623, 624","Aug 25, 2023",Relisted (Active)MLSListings #ML81938626,NA,"Aug 22, 2023",Listing RemovedMLSListings #ML81938626,NA,"Aug 16, 2023",Listed (Active)MLSListings #ML81938626,969800.0,,,,https://www.redfin.com/CA/Fremont/42111-Osgood-Rd-94539/unit-428/home/168829580,Other (See Remarks),"Assigned Spaces, Common Parking Area, Covered Parking, Gate/Door Opener, Guest/Visitor Parking",Solid Surface,Dining Area,Washer/Dryer,2.0,"Common Area Electricity, Common Area Gas, Exterior Painting, Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Maintenance (Road), Maintenance (Unit Yard), Management Fee, Reserves, Roof",Monthly,Savant HOA,,,,,,
MLS Listing,,Condo/Co-op,42111 Osgood Rd #521,Fremont,CA,94539,796619,1.0,1.0,FREMONT,1067.0,,2022.0,41.0,747.0,550.0,Active,,,https://www.redfin.com/CA/Fremont/42111-Osgood-Rd-94539/unit-521/home/168829599,MLSListings,ML81938630,N,Y,37.527913,-121.9512301,1.0,,Central Forced Air,8,7,9,1.0,747.0,716936.0,6266.0,52,Bikeable,58,Somewhat walkable,35,Some transit,Minimal,Moderate,Moderate,Minimal,"Places5 groceries, 19 restaurants, 0 parksTransit210, 212, 215, 217, 239, 623, 624","Aug 25, 2023",Relisted (Active)MLSListings #ML81938630,NA,"Aug 22, 2023",Listing RemovedMLSListings #ML81938630,NA,"Aug 16, 2023",Listed (Active)MLSListings #ML81938630,633800.0,"Aug 18, 2020",Listing RemovedSDMLS #302634505,NA,https://www.redfin.com/CA/Fremont/42111-Osgood-Rd-94539/unit-521/home/168829599,Individual Electric Meters,"Assigned Spaces, Common Parking Area, Covered Parking, Guest/Visitor Parking",,Dining Area,Washer/Dryer,1.0,"Common Area Electricity, Common Area Gas, Exterior Painting, Maintenance (Common Area), Maintenance (Exterior), Maintenance (Road), Management Fee, Reserves",Monthly,Savant HOA,,,,,,
MLS Listing,,Single Family Residential,37823 Essanay Pl,Fremont,CA,94536,950000,3.0,2.5,FREMONT,1236.0,3047.0,1981.0,41.0,769.0,,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/37823-Essanay-Pl-94536/home/1307269,MLSListings,ML81939186,N,Y,37.5771126,-121.9738873,2.0,"Laminate, Tile, Vinyl/Linoleum",Forced Air,7,6,7,2.5,769.0,986150.0,6717.0,71,Very bikeable,58,Somewhat walkable,26,Some transit,Major,Severe,Moderate,Minimal,"Places3 groceries, 16 restaurants, 9 parksTransit200, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 22, 2023",Relisted (Active)MLSListings #ML81939186,NA,"Sep 2, 2023",ContingentMLSListings #ML81939186,NA,"Aug 19, 2023",Listed (Active)MLSListings #ML81939186,950000.0,"Jul 2, 2019","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40871863",NA,https://www.redfin.com/CA/Fremont/37823-Essanay-Pl-94536/home/1307269,"Individual Electric Meters, Individual Gas Meters, Natural Gas, Public Utilities","Attached Garage, Off-Site Parking, On Street","Half on Ground Floor, Primary - Oversized Tub, Primary (Stall Shower(s)), Shower and Tub, Stall Shower","Breakfast Bar, Dining Area, Eat in Kitchen, Formal Dining Room",In Garage,2.0,,,,"Jun 26, 2019","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40871863",840000.0,,,
MLS Listing,,Multi-Family (5+ Unit),36990 Mission Blvd,Fremont,CA,94536,5500000,,,Fremont,10729.0,871200.0,1900.0,41.0,513.0,,Active,,,https://www.redfin.com/CA/Fremont/36990-Mission-Blvd-94536/home/22700551,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41035890,N,Y,37.5807016,-121.9833348,,"Carpet, Wood",Natural Gas,7,6,7,2.0,513.0,,38888.0,33,Somewhat bikeable,54,Somewhat walkable,25,Some transit,Minimal,Severe,Moderate,Minimal,"Places3 groceries, 16 restaurants, 13 parksTransit200, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Aug 12, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41035890",5500000.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/36990-Mission-Blvd-94536/home/22700551,Other Water/Sewer,,,,,,,,,,,,,,
